employee_id,name,department,role,age,salary,experience_years,joining_date,performance_score,city,monthly_sales,training_hours,attrition_risk
7108,Employee 7108,Engineering,Data Analyst,34,71596,11,2022-09-02,74,Hyderabad,131668,52,Medium
7109,Employee 7109,Marketing,Software Engineer,45,87933,20,2022-09-19,87,Kolkata,131989,61,Low
7110,Employee 7110,HR,Data Analyst,31,68270,9,2022-10-06,55,Delhi,132310,70,Medium
7111,Employee 7111,Sales,Software Engineer,42,84607,18,2022-10-23,68,Pune,132631,79,Medium
7112,Employee 7112,Analytics,Data Analyst,28,55944,2,2022-11-09,81,Ahmedabad,132952,8,Low
7113,Employee 7113,Support,Software Engineer,39,81281,16,2022-11-26,94,Noida,133273,17,Low
7114,Employee 7114,Operations,Data Analyst,25,52618,0,2022-12-13,62,Bengaluru,133594,26,Medium
7115,Employee 7115,Finance,Software Engineer,36,77955,14,2022-12-30,75,Chennai,133915,35,Medium
7116,Employee 7116,Engineering,Data Analyst,22,52892,0,2023-01-16,88,Jaipur,134236,44,Low
7117,Employee 7117,Marketing,Software Engineer,33,65629,7,2023-02-02,56,Mumbai,134557,53,Medium
7118,Employee 7118,HR,Data Analyst,44,90966,21,2023-02-19,69,Hyderabad,134878,62,Medium
7119,Employee 7119,Sales,Software Engineer,30,62303,5,2023-03-08,82,Kolkata,135199,71,Low
7120,Employee 7120,Analytics,Data Analyst,41,87640,19,2023-03-25,95,Delhi,135520,0,Low
7121,Employee 7121,Support,Software Engineer,27,58977,3,2023-04-11,63,Pune,135841,9,High
7122,Employee 7122,Operations,Data Analyst,38,75314,12,2023-04-28,76,Ahmedabad,136162,18,Medium
7123,Employee 7123,Finance,Software Engineer,24,55651,1,2023-05-15,89,Noida,136483,27,Low
7124,Employee 7124,Engineering,Data Analyst,35,71988,10,2023-06-01,57,Bengaluru,136804,36,Medium
7125,Employee 7125,Marketing,Software Engineer,21,54125,0,2023-06-18,70,Chennai,137125,45,Medium
7126,Employee 7126,HR,Data Analyst,32,68662,8,2023-07-05,83,Jaipur,137446,54,Low
7127,Employee 7127,Sales,Software Engineer,43,84999,17,2023-07-22,96,Mumbai,137767,63,Low
7128,Employee 7128,Analytics,Data Analyst,29,65336,6,2023-08-08,64,Hyderabad,138088,72,Medium
7129,Employee 7129,Support,Software Engineer,40,81673,15,2023-08-25,77,Kolkata,138409,1,Medium
7130,Employee 7130,Operations,Data Analyst,26,62010,4,2023-09-11,90,Delhi,138730,10,Low
7131,Employee 7131,Finance,Software Engineer,37,78347,13,2023-09-28,58,Pune,139051,19,High
7132,Employee 7132,Engineering,Data Analyst,23,55084,0,2023-10-15,71,Ahmedabad,139372,28,Medium
7133,Employee 7133,Marketing,Software Engineer,34,75021,11,2023-11-01,84,Noida,139693,37,Low
7134,Employee 7134,HR,Data Analyst,45,91358,20,2023-11-18,97,Bengaluru,140014,46,Low
7135,Employee 7135,Sales,Software Engineer,31,71695,9,2023-12-05,65,Chennai,140335,55,Medium
7136,Employee 7136,Analytics,Data Analyst,42,88032,18,2023-12-22,78,Jaipur,140656,64,Low
7137,Employee 7137,Support,Software Engineer,28,59369,2,2024-01-08,91,Mumbai,140977,73,Low
7138,Employee 7138,Operations,Data Analyst,39,84706,16,2024-01-25,59,Hyderabad,141298,2,High
7139,Employee 7139,Finance,Software Engineer,25,56043,0,2024-02-11,72,Kolkata,141619,11,Medium
7140,Employee 7140,Engineering,Data Analyst,36,81380,14,2024-02-28,85,Delhi,141940,20,Low
7141,Employee 7141,Marketing,Software Engineer,22,56317,0,2024-03-16,98,Pune,142261,29,Low
7142,Employee 7142,HR,Data Analyst,33,69054,7,2024-04-02,66,Ahmedabad,142582,38,Medium
7143,Employee 7143,Sales,Software Engineer,44,94391,21,2024-04-19,79,Noida,142903,47,Low
7144,Employee 7144,Analytics,Data Analyst,30,65728,5,2024-05-06,92,Bengaluru,143224,56,Low
7145,Employee 7145,Support,Software Engineer,41,91065,19,2024-05-23,60,Chennai,143545,65,Medium
7146,Employee 7146,Operations,Data Analyst,27,62402,3,2024-06-09,73,Jaipur,143866,74,Medium
7147,Employee 7147,Finance,Software Engineer,38,78739,12,2024-06-26,86,Mumbai,144187,3,Low
7148,Employee 7148,Engineering,Data Analyst,24,59076,1,2024-07-13,99,Hyderabad,144508,12,Low
7149,Employee 7149,Marketing,Software Engineer,35,75413,10,2024-07-30,67,Kolkata,144829,21,Medium
7150,Employee 7150,HR,Data Analyst,21,57550,0,2024-08-16,80,Delhi,145150,30,Low
7151,Employee 7151,Sales,Software Engineer,32,72087,8,2024-09-02,93,Pune,145471,39,Low
7152,Employee 7152,Analytics,Data Analyst,43,88424,17,2024-09-19,61,Ahmedabad,145792,48,Medium
7153,Employee 7153,Support,Software Engineer,29,68761,6,2016-01-02,74,Noida,146113,57,Medium
7154,Employee 7154,Operations,Data Analyst,40,85098,15,2016-01-19,87,Bengaluru,146434,66,Low
7155,Employee 7155,Finance,Software Engineer,26,65435,4,2016-02-05,55,Chennai,146755,75,Medium
7156,Employee 7156,Engineering,Data Analyst,37,81772,13,2016-02-22,68,Jaipur,147076,4,Medium
7157,Employee 7157,Marketing,Software Engineer,23,,0,2016-03-10,81,Mumbai,147397,13,Low
7158,Employee 7158,HR,Data Analyst,34,78446,11,2016-03-27,94,Hyderabad,147718,22,Low
7159,Employee 7159,Sales,Software Engineer,45,94783,20,2016-04-13,62,Kolkata,148039,31,Medium
7160,Employee 7160,Analytics,Data Analyst,31,75120,9,2016-04-30,75,Delhi,148360,40,Medium
7161,Employee 7161,Support,Software Engineer,42,91457,18,2016-05-17,88,Pune,148681,49,Low
7162,Employee 7162,Operations,Data Analyst,28,62794,2,2016-06-03,56,Ahmedabad,149002,58,Medium
7163,Employee 7163,Finance,Software Engineer,39,88131,16,2016-06-20,69,Noida,149323,67,Medium
7164,Employee 7164,Engineering,Data Analyst,25,59468,0,2016-07-07,82,Bengaluru,149644,76,Low
7165,Employee 7165,Marketing,Software Engineer,36,84805,14,2016-07-24,95,Chennai,149965,5,Low
7166,Employee 7166,HR,Data Analyst,22,59742,0,2016-08-10,63,Jaipur,150286,14,High
7167,Employee 7167,Sales,Software Engineer,33,72479,7,2016-08-27,76,Mumbai,150607,23,Medium
7168,Employee 7168,Analytics,Data Analyst,44,97816,21,2016-09-13,89,Hyderabad,150928,32,Low
7169,Employee 7169,Support,Software Engineer,30,69153,5,2016-09-30,57,Kolkata,151249,41,Medium
7170,Employee 7170,Operations,Data Analyst,41,94490,19,2016-10-17,70,Delhi,151570,50,Medium
7171,Employee 7171,Finance,Software Engineer,27,65827,3,2016-11-03,83,Pune,151891,59,Low
7172,Employee 7172,Engineering,Data Analyst,38,82164,12,2016-11-20,96,Ahmedabad,152212,68,Low
7173,Employee 7173,Marketing,Software Engineer,24,62501,1,2016-12-07,64,Noida,152533,77,Medium
7174,Employee 7174,HR,Data Analyst,35,78838,10,2016-12-24,77,Bengaluru,152854,6,Medium
7175,Employee 7175,Sales,Software Engineer,21,60975,0,2017-01-10,90,Chennai,153175,15,Low
7176,Employee 7176,Analytics,Data Analyst,32,75512,8,2017-01-27,58,Jaipur,153496,24,Medium
7177,Employee 7177,Support,Software Engineer,43,91849,17,2017-02-13,71,Mumbai,153817,33,Medium
7178,Employee 7178,Operations,Data Analyst,29,72186,6,2017-03-02,84,Hyderabad,154138,42,Low
7179,Employee 7179,Finance,Software Engineer,40,88523,15,2017-03-19,97,Kolkata,154459,51,Low
7180,Employee 7180,Engineering,Data Analyst,26,68860,4,2017-04-05,65,Delhi,154780,60,Medium
7181,Employee 7181,Marketing,Software Engineer,37,85197,13,2017-04-22,78,Pune,155101,69,Low
7182,Employee 7182,HR,Data Analyst,23,61934,0,2017-05-09,91,Ahmedabad,155422,78,Low
7183,Employee 7183,Sales,Software Engineer,34,81871,11,2017-05-26,59,Noida,155743,7,High
7184,Employee 7184,Analytics,Data Analyst,45,98208,20,2017-06-12,72,Bengaluru,156064,16,Medium
7185,Employee 7185,Support,Software Engineer,31,78545,9,2017-06-29,85,Chennai,156385,25,Low
7186,Employee 7186,Operations,Data Analyst,42,94882,18,2017-07-16,98,Jaipur,156706,34,Low
7187,Employee 7187,Finance,Software Engineer,28,66219,2,2017-08-02,66,Mumbai,157027,43,Medium
7188,Employee 7188,Engineering,Data Analyst,39,91556,16,2017-08-19,79,Hyderabad,157348,52,Low
7189,Employee 7189,Marketing,Software Engineer,25,62893,0,2017-09-05,92,Kolkata,157669,61,Low
7190,Employee 7190,HR,Data Analyst,36,88230,14,2017-09-22,60,Delhi,157990,70,Medium
7191,Employee 7191,Sales,Software Engineer,22,63167,0,2017-10-09,73,Pune,158311,79,Medium
7192,Employee 7192,Analytics,Data Analyst,33,75904,7,2017-10-26,86,Ahmedabad,158632,8,Low
7193,Employee 7193,Support,Software Engineer,44,101241,21,2017-11-12,99,Noida,158953,17,Low
7194,Employee 7194,Operations,Data Analyst,30,72578,5,2017-11-29,67,Bengaluru,159274,26,Medium
7195,Employee 7195,Finance,Software Engineer,41,97915,19,2017-12-16,80,Chennai,159595,35,Low
7196,Employee 7196,Engineering,Data Analyst,27,69252,3,2018-01-02,93,Jaipur,159916,44,Low
7197,Employee 7197,Marketing,Software Engineer,38,85589,12,2018-01-19,61,Mumbai,160237,53,Medium
7198,Employee 7198,HR,Data Analyst,24,65926,1,2018-02-05,74,Hyderabad,160558,62,Medium
7199,Employee 7199,Sales,Software Engineer,35,82263,10,2018-02-22,87,Kolkata,160879,71,Low
7200,Employee 7200,Analytics,Data Analyst,21,64400,0,2018-03-11,55,Delhi,161200,0,High
7201,Employee 7201,Support,Software Engineer,32,78937,8,2018-03-28,68,Pune,161521,9,Medium
7202,Employee 7202,Operations,Data Analyst,43,95274,17,2018-04-14,81,Ahmedabad,161842,18,Low
7203,Employee 7203,Finance,Software Engineer,29,75611,6,2018-05-01,94,Noida,162163,27,Low
7204,Employee 7204,Engineering,Data Analyst,40,91948,15,2018-05-18,62,Bengaluru,162484,36,Medium
7205,Employee 7205,Marketing,Software Engineer,26,72285,4,2018-06-04,75,Chennai,162805,45,Medium
7206,Employee 7206,HR,Data Analyst,37,88622,13,2018-06-21,88,Jaipur,163126,54,Low
7207,Employee 7207,Sales,Software Engineer,23,65359,0,2018-07-08,56,Mumbai,163447,63,Medium
7208,Employee 7208,Analytics,Data Analyst,34,85296,11,2018-07-25,69,Hyderabad,163768,72,Medium
7209,Employee 7209,Support,Software Engineer,45,101633,20,2018-08-11,82,Kolkata,164089,1,Low
7210,Employee 7210,Operations,Data Analyst,31,81970,9,2018-08-28,95,Delhi,164410,10,Low
7211,Employee 7211,Finance,Software Engineer,42,98307,18,2018-09-14,63,Pune,164731,19,High
7212,Employee 7212,Engineering,Data Analyst,28,69644,2,2018-10-01,76,Ahmedabad,165052,28,Medium
7213,Employee 7213,Marketing,Software Engineer,39,94981,16,2018-10-18,89,Noida,165373,37,Low
7214,Employee 7214,HR,Data Analyst,25,66318,0,2018-11-04,57,Bengaluru,165694,46,Medium
7215,Employee 7215,Sales,Software Engineer,36,91655,14,2018-11-21,70,Chennai,166015,55,Medium
7216,Employee 7216,Analytics,Data Analyst,22,66592,0,2018-12-08,83,Jaipur,166336,64,Low
7217,Employee 7217,Support,Software Engineer,33,79329,7,2018-12-25,96,Mumbai,166657,73,Low
7218,Employee 7218,Operations,Data Analyst,44,104666,21,2019-01-11,64,Hyderabad,166978,2,High
7219,Employee 7219,Finance,Software Engineer,30,76003,5,2019-01-28,77,Kolkata,167299,11,Medium
7220,Employee 7220,Engineering,Data Analyst,41,101340,19,2019-02-14,90,Delhi,167620,20,Low
7221,Employee 7221,Marketing,Software Engineer,27,72677,3,2019-03-03,58,Pune,167941,29,Medium
7222,Employee 7222,HR,Data Analyst,38,89014,12,2019-03-20,71,Ahmedabad,168262,38,Medium
7223,Employee 7223,Sales,Software Engineer,24,69351,1,2019-04-06,84,Noida,168583,47,Low
7224,Employee 7224,Analytics,Data Analyst,35,85688,10,2019-04-23,97,Bengaluru,168904,56,Low
7225,Employee 7225,Support,Software Engineer,21,67825,0,2019-05-10,65,Chennai,169225,65,Medium
7226,Employee 7226,Operations,Data Analyst,32,82362,8,2019-05-27,78,Jaipur,169546,74,Low
7227,Employee 7227,Finance,Software Engineer,43,98699,17,2019-06-13,91,Mumbai,169867,3,Low
7228,Employee 7228,Engineering,Data Analyst,29,79036,6,2019-06-30,59,Hyderabad,170188,12,High
7229,Employee 7229,Marketing,Software Engineer,40,95373,15,2019-07-17,72,Kolkata,170509,21,Medium
7230,Employee 7230,HR,Data Analyst,26,75710,4,2019-08-03,85,Delhi,170830,30,Low
7231,Employee 7231,Sales,Software Engineer,37,92047,13,2019-08-20,98,Pune,171151,39,Low
7232,Employee 7232,Analytics,Data Analyst,23,68784,0,2019-09-06,66,Ahmedabad,171472,48,Medium
7233,Employee 7233,Support,Software Engineer,34,88721,11,2019-09-23,79,Noida,171793,57,Low
7234,Employee 7234,Operations,Data Analyst,45,105058,20,2019-10-10,92,Bengaluru,172114,66,Low
7235,Employee 7235,Finance,Software Engineer,31,85395,9,2019-10-27,60,Chennai,172435,75,Medium
7236,Employee 7236,Engineering,Data Analyst,42,101732,18,2019-11-13,73,Jaipur,172756,4,Medium
7237,Employee 7237,Marketing,Software Engineer,28,73069,2,2019-11-30,86,Mumbai,173077,13,Low
7238,Employee 7238,HR,Data Analyst,39,98406,16,2019-12-17,99,Hyderabad,173398,22,Low
7239,Employee 7239,Sales,Software Engineer,25,69743,0,2020-01-03,67,Kolkata,173719,31,Medium
7240,Employee 7240,Analytics,Data Analyst,36,95080,14,2020-01-20,80,Delhi,174040,40,Low
7241,Employee 7241,Support,Software Engineer,22,70017,0,2020-02-06,93,Pune,174361,49,Low
7242,Employee 7242,Operations,Data Analyst,33,82754,7,2020-02-23,61,Ahmedabad,174682,58,Medium
7243,Employee 7243,Finance,Software Engineer,44,108091,21,2020-03-11,74,Noida,175003,67,Medium
7244,Employee 7244,Engineering,Data Analyst,30,79428,5,2020-03-28,87,Bengaluru,175324,76,Low
7245,Employee 7245,Marketing,Software Engineer,41,104765,19,2020-04-14,55,Chennai,175645,5,High
7246,Employee 7246,HR,Data Analyst,27,76102,3,2020-05-01,68,Jaipur,175966,14,Medium
7247,Employee 7247,Sales,Software Engineer,38,92439,12,2020-05-18,81,Mumbai,176287,23,Low
7248,Employee 7248,Analytics,Data Analyst,24,72776,1,2020-06-04,94,Hyderabad,176608,32,Low
7249,Employee 7249,Support,Software Engineer,35,89113,10,2020-06-21,62,Kolkata,176929,41,Medium
7250,Employee 7250,Operations,Data Analyst,21,71250,0,2020-07-08,75,Delhi,177250,50,Medium
7251,Employee 7251,Finance,Software Engineer,32,85787,8,2020-07-25,88,Pune,177571,59,Low
7252,Employee 7252,Engineering,Data Analyst,43,102124,17,2020-08-11,56,Ahmedabad,177892,68,Medium
7253,Employee 7253,Marketing,Software Engineer,29,82461,6,2020-08-28,69,Noida,178213,77,Medium
7254,Employee 7254,HR,Data Analyst,40,98798,15,2020-09-14,82,Bengaluru,178534,6,Low
7255,Employee 7255,Sales,Software Engineer,26,79135,4,2020-10-01,95,Chennai,178855,15,Low
7256,Employee 7256,Analytics,Data Analyst,37,95472,13,2020-10-18,63,Jaipur,179176,24,Medium
7257,Employee 7257,Support,Software Engineer,23,72209,0,2020-11-04,76,Mumbai,179497,33,Medium
7258,Employee 7258,Operations,Data Analyst,34,92146,11,2020-11-21,89,Hyderabad,179818,42,Low
7259,Employee 7259,Finance,Software Engineer,45,108483,20,2020-12-08,57,Kolkata,180139,51,Medium
7260,Employee 7260,Engineering,Data Analyst,31,88820,9,2020-12-25,70,Delhi,180460,60,Medium
7261,Employee 7261,Marketing,Software Engineer,42,105157,18,2021-01-11,83,Pune,180781,69,Low
7262,Employee 7262,HR,Data Analyst,28,76494,2,2021-01-28,96,Ahmedabad,181102,78,Low
7263,Employee 7263,Sales,Software Engineer,39,101831,16,2021-02-14,64,Noida,181423,7,High
7264,Employee 7264,Analytics,Data Analyst,25,73168,0,2021-03-03,77,Bengaluru,181744,16,Medium
7265,Employee 7265,Support,Software Engineer,36,98505,14,2021-03-20,90,Chennai,182065,25,Low
7266,Employee 7266,Operations,Data Analyst,22,73442,0,2021-04-06,58,Jaipur,182386,34,Medium
7267,Employee 7267,Finance,Software Engineer,33,86179,7,2021-04-23,71,Mumbai,182707,43,Medium
7268,Employee 7268,Engineering,Data Analyst,44,111516,21,2021-05-10,84,Hyderabad,183028,52,Low
7269,Employee 7269,Marketing,Software Engineer,30,82853,5,2021-05-27,97,Kolkata,183349,61,Low
7270,Employee 7270,HR,Data Analyst,41,108190,19,2021-06-13,65,Delhi,183670,70,Medium
7271,Employee 7271,Sales,Software Engineer,27,79527,3,2021-06-30,78,Pune,183991,79,Low
7272,Employee 7272,Analytics,Data Analyst,38,95864,12,2021-07-17,91,Ahmedabad,184312,8,Low
7273,Employee 7273,Support,Software Engineer,24,76201,1,2021-08-03,59,Noida,184633,17,High
7274,Employee 7274,Operations,Data Analyst,35,92538,10,2021-08-20,72,Bengaluru,184954,26,Medium
7275,Employee 7275,Finance,Software Engineer,21,74675,0,2021-09-06,85,Chennai,185275,35,Low
7276,Employee 7276,Engineering,Data Analyst,32,89212,8,2021-09-23,98,Jaipur,185596,44,Low
7277,Employee 7277,Marketing,Software Engineer,43,105549,17,2021-10-10,66,Mumbai,185917,53,Medium
7278,Employee 7278,HR,Data Analyst,29,85886,6,2021-10-27,79,Hyderabad,186238,62,Low
7279,Employee 7279,Sales,Software Engineer,40,102223,15,2021-11-13,92,Kolkata,186559,71,Low
7280,Employee 7280,Analytics,Data Analyst,26,82560,4,2021-11-30,60,Delhi,186880,0,High
7281,Employee 7281,Support,Software Engineer,37,98897,13,2021-12-17,73,Pune,187201,9,Medium
7282,Employee 7282,Operations,Data Analyst,23,75634,0,2022-01-03,86,Ahmedabad,187522,18,Low
7283,Employee 7283,Finance,Software Engineer,34,95571,11,2022-01-20,99,Noida,187843,27,Low
7284,Employee 7284,Engineering,Data Analyst,45,111908,20,2022-02-06,67,Bengaluru,188164,36,Medium
7285,Employee 7285,Marketing,Software Engineer,31,92245,9,2022-02-23,80,Chennai,188485,45,Low
7286,Employee 7286,HR,Data Analyst,42,108582,18,2022-03-12,93,Jaipur,188806,54,Low
7287,Employee 7287,Sales,Software Engineer,28,79919,2,2022-03-29,61,Mumbai,189127,63,Medium
7288,Employee 7288,Analytics,Data Analyst,39,105256,16,2022-04-15,74,Hyderabad,189448,72,Medium
7289,Employee 7289,Support,Software Engineer,25,76593,0,2022-05-02,87,Kolkata,189769,1,Low
7290,Employee 7290,Operations,Data Analyst,36,101930,14,2022-05-19,55,Delhi,190090,10,High
7291,Employee 7291,Finance,Software Engineer,22,76867,0,2022-06-05,68,Pune,190411,19,Medium
7292,Employee 7292,Engineering,Data Analyst,33,89604,7,2022-06-22,81,Ahmedabad,190732,28,Low
7293,Employee 7293,Marketing,Software Engineer,44,114941,21,2022-07-09,94,Noida,191053,37,Low
7294,Employee 7294,HR,Data Analyst,30,86278,5,2022-07-26,62,Bengaluru,191374,46,Medium
7295,Employee 7295,Sales,Software Engineer,41,111615,19,2022-08-12,75,Chennai,191695,55,Medium
7296,Employee 7296,Analytics,Data Analyst,27,82952,3,2022-08-29,88,Jaipur,192016,64,Low
7297,Employee 7297,Support,Software Engineer,38,99289,12,2022-09-15,56,Mumbai,192337,73,Medium
7298,Employee 7298,Operations,Data Analyst,24,79626,1,2022-10-02,69,Hyderabad,192658,2,Medium
7299,Employee 7299,Finance,Software Engineer,35,95963,10,2022-10-19,82,Kolkata,192979,11,Low
7300,Employee 7300,Engineering,Data Analyst,21,78100,0,2022-11-05,95,Delhi,193300,20,Low
7301,Employee 7301,Marketing,Software Engineer,32,92637,8,2022-11-22,63,Pune,193621,29,Medium
7302,Employee 7302,HR,Data Analyst,43,108974,17,2022-12-09,76,Ahmedabad,193942,38,Medium
7303,Employee 7303,Sales,Software Engineer,29,89311,6,2022-12-26,89,Noida,194263,47,Low
7304,Employee 7304,Analytics,Data Analyst,40,105648,15,2023-01-12,57,Bengaluru,194584,56,Medium
7305,Employee 7305,Support,Software Engineer,26,85985,4,2023-01-29,70,Chennai,194905,65,Medium
7306,Employee 7306,Operations,Data Analyst,37,102322,13,2023-02-15,83,Jaipur,195226,74,Low
7307,Employee 7307,Finance,Software Engineer,23,79059,0,2023-03-04,96,Mumbai,195547,3,Low
7308,Employee 7308,Engineering,Data Analyst,34,98996,11,2023-03-21,64,Hyderabad,195868,12,High
7309,Employee 7309,Marketing,Software Engineer,45,115333,20,2023-04-07,77,Kolkata,196189,21,Medium
7310,Employee 7310,HR,Data Analyst,31,95670,9,2023-04-24,90,Delhi,196510,30,Low
7311,Employee 7311,Sales,Software Engineer,42,112007,18,2023-05-11,58,Pune,196831,39,Medium
7312,Employee 7312,Analytics,Data Analyst,28,83344,2,2023-05-28,71,Ahmedabad,197152,48,Medium
7313,Employee 7313,Support,Software Engineer,39,108681,16,2023-06-14,84,Noida,197473,57,Low
7314,Employee 7314,Operations,Data Analyst,25,80018,0,2023-07-01,97,Bengaluru,197794,66,Low
7315,Employee 7315,Finance,Software Engineer,36,105355,14,2023-07-18,65,Chennai,198115,75,Medium
7316,Employee 7316,Engineering,Data Analyst,22,80292,0,2023-08-04,78,Jaipur,198436,4,Low
7317,Employee 7317,Marketing,Software Engineer,33,93029,7,2023-08-21,91,Mumbai,198757,13,Low
7318,Employee 7318,HR,Data Analyst,44,118366,21,2023-09-07,59,Hyderabad,199078,22,Medium
7319,Employee 7319,Sales,Software Engineer,30,89703,5,2023-09-24,72,Kolkata,199399,31,Medium
7320,Employee 7320,Analytics,Data Analyst,41,115040,19,2023-10-11,85,Delhi,199720,40,Low
7321,Employee 7321,Support,Software Engineer,27,86377,3,2023-10-28,98,Pune,200041,49,Low
7322,Employee 7322,Operations,Data Analyst,38,102714,12,2023-11-14,66,Ahmedabad,200362,58,Medium
7323,Employee 7323,Finance,Software Engineer,24,83051,1,2023-12-01,79,Noida,200683,67,Low
7324,Employee 7324,Engineering,Data Analyst,35,99388,10,2023-12-18,92,Bengaluru,201004,76,Low
7325,Employee 7325,Marketing,Software Engineer,21,81525,0,2024-01-04,60,Chennai,201325,5,High
7326,Employee 7326,HR,Data Analyst,32,96062,8,2024-01-21,73,Jaipur,201646,14,Medium
7327,Employee 7327,Sales,Software Engineer,43,112399,17,2024-02-07,86,Mumbai,201967,23,Low
7328,Employee 7328,Analytics,Data Analyst,29,92736,6,2024-02-24,99,Hyderabad,202288,32,Low
7329,Employee 7329,Support,Software Engineer,40,109073,15,2024-03-12,67,Kolkata,202609,41,Medium
7330,Employee 7330,Operations,Data Analyst,26,89410,4,2024-03-29,80,Delhi,202930,50,Low
7331,Employee 7331,Finance,Software Engineer,37,105747,13,2024-04-15,93,Pune,203251,59,Low
7332,Employee 7332,Engineering,Data Analyst,23,82484,0,2024-05-02,61,Ahmedabad,203572,68,Medium
7333,Employee 7333,Marketing,Software Engineer,34,102421,11,2024-05-19,74,Noida,203893,77,Medium
7334,Employee 7334,HR,Data Analyst,45,118758,20,2024-06-05,87,Bengaluru,204214,6,Low
7335,Employee 7335,Sales,Software Engineer,31,99095,9,2024-06-22,55,Chennai,204535,15,High
7336,Employee 7336,Analytics,Data Analyst,42,115432,18,2024-07-09,68,Jaipur,204856,24,Medium
7337,Employee 7337,Support,Software Engineer,28,86769,2,2024-07-26,81,Mumbai,205177,33,Low
7338,Employee 7338,Operations,Data Analyst,39,112106,16,2024-08-12,94,Hyderabad,205498,42,Low
7339,Employee 7339,Finance,Software Engineer,25,83443,0,2024-08-29,62,Kolkata,205819,51,Medium
7340,Employee 7340,Engineering,Data Analyst,36,108780,14,2024-09-15,75,Delhi,206140,60,Medium
7341,Employee 7341,Marketing,Software Engineer,22,83717,0,2024-10-02,88,Pune,206461,69,Low
7342,Employee 7342,HR,Data Analyst,33,96454,7,2016-01-15,56,Ahmedabad,206782,78,Medium
7343,Employee 7343,Sales,Software Engineer,44,121791,21,2016-02-01,69,Noida,207103,7,Medium
7344,Employee 7344,Analytics,Data Analyst,30,93128,5,2016-02-18,82,Bengaluru,207424,16,Low
7345,Employee 7345,Support,Software Engineer,41,118465,19,2016-03-06,95,Chennai,207745,25,Low
7346,Employee 7346,Operations,Data Analyst,27,89802,3,2016-03-23,63,Jaipur,208066,34,Medium
7347,Employee 7347,Finance,Software Engineer,38,106139,12,2016-04-09,76,Mumbai,208387,43,Medium
7348,Employee 7348,Engineering,Data Analyst,24,86476,1,2016-04-26,89,Hyderabad,208708,52,Low
7349,Employee 7349,Marketing,Software Engineer,35,102813,10,2016-05-13,57,Kolkata,209029,61,Medium
7350,Employee 7350,HR,Data Analyst,21,84950,0,2016-05-30,70,Delhi,209350,70,Medium
7351,Employee 7351,Sales,Software Engineer,32,99487,8,2016-06-16,83,Pune,209671,79,Low
7352,Employee 7352,Analytics,Data Analyst,43,115824,17,2016-07-03,96,Ahmedabad,209992,8,Low
7353,Employee 7353,Support,Software Engineer,29,96161,6,2016-07-20,64,Noida,210313,17,High
7354,Employee 7354,Operations,Data Analyst,40,112498,15,2016-08-06,77,Bengaluru,210634,26,Medium
7355,Employee 7355,Finance,Software Engineer,26,92835,4,2016-08-23,90,Chennai,210955,35,Low
7356,Employee 7356,Engineering,Data Analyst,37,109172,13,2016-09-09,58,,211276,44,Medium
7357,Employee 7357,Marketing,Software Engineer,23,85909,0,2016-09-26,71,Mumbai,211597,53,Medium
7358,Employee 7358,HR,Data Analyst,34,105846,11,2016-10-13,84,Hyderabad,211918,62,Low
7359,Employee 7359,Sales,Software Engineer,45,122183,20,2016-10-30,97,Kolkata,212239,71,Low
7360,Employee 7360,Analytics,Data Analyst,31,102520,9,2016-11-16,65,Delhi,212560,0,Medium
7361,Employee 7361,Support,Software Engineer,42,118857,18,2016-12-03,78,Pune,212881,9,Low
7362,Employee 7362,Operations,Data Analyst,28,90194,2,2016-12-20,91,Ahmedabad,213202,18,Low
7363,Employee 7363,Finance,Software Engineer,39,115531,16,2017-01-06,59,Noida,213523,27,Medium
7364,Employee 7364,Engineering,Data Analyst,25,86868,0,2017-01-23,72,Bengaluru,213844,36,Medium
7365,Employee 7365,Marketing,Software Engineer,36,112205,14,2017-02-09,85,Chennai,214165,45,Low
7366,Employee 7366,HR,Data Analyst,22,87142,0,2017-02-26,98,Jaipur,214486,54,Low
7367,Employee 7367,Sales,Software Engineer,33,99879,7,2017-03-15,66,Mumbai,214807,63,Medium
7368,Employee 7368,Analytics,Data Analyst,44,125216,21,2017-04-01,79,Hyderabad,215128,72,Low
7369,Employee 7369,Support,Software Engineer,30,96553,5,2017-04-18,92,Kolkata,215449,1,Low
7370,Employee 7370,Operations,Data Analyst,41,121890,19,2017-05-05,60,Delhi,215770,10,High
7371,Employee 7371,Finance,Software Engineer,27,93227,3,2017-05-22,73,Pune,216091,19,Medium
7372,Employee 7372,Engineering,Data Analyst,38,109564,12,2017-06-08,86,Ahmedabad,216412,28,Low
7373,Employee 7373,Marketing,Software Engineer,24,89901,1,2017-06-25,99,Noida,216733,37,Low
7374,Employee 7374,HR,Data Analyst,35,106238,10,2017-07-12,67,Bengaluru,217054,46,Medium
7375,Employee 7375,Sales,Software Engineer,21,88375,0,2017-07-29,80,Chennai,217375,55,Low
7376,Employee 7376,Analytics,Data Analyst,32,102912,8,2017-08-15,93,Jaipur,217696,64,Low
7377,Employee 7377,Support,Software Engineer,43,119249,17,2017-09-01,61,Mumbai,218017,73,Medium
7378,Employee 7378,Operations,Data Analyst,29,99586,6,2017-09-18,74,Hyderabad,218338,2,Medium
7379,Employee 7379,Finance,Software Engineer,40,115923,15,2017-10-05,87,Kolkata,218659,11,Low
